"","100-CA1-1","100-CA1-2","100-CA1-3","100-CA3-1","100-CA3-4","100-DG-2","100-DG-3","101-CA1-1","101-CA1-2","101-CA1-3","101-CA3-1","101-CA3-4","101-DG-3","101-DG-4"
"Oip5-001_1082",0,0,2,0,7,6,0,0,0,0,0,0,0,0
"Nusap1-001_2960",1,0,0,0,1,0,2,0,0,0,0,0,0,0
"Nusap1-002_3526",2,2,2,2,0,0,0,1,0,7,0,0,0,0
"Ndufaf1-001_1478",0,6,0,20,0,0,18,0,0,0,0,0,0,0
"Ndufaf1-002_1308",6,14,22,3,35,23,0,10,11,0,5,16,19,0
"Ndufaf1-201_1451",28,0,0,0,0,0,0,10,0,38,9,0,0,0
"Rtf1-001_4664",57,48,56,52,22,26,37,28,8,25,28,17,34,62
"Itpka-001_1818",956,1021,1059,720,372,234,354,763,694,330,415,102,160,244
"Ltk-003_2240",0,0,41,0,0,0,0,0,1,0,0,0,1,0
"Ltk-002_2767",0,0,0,17,0,3,0,0,0,0,0,0,0,0
"Ltk-001_3080",40,24,16,0,7,0,4,4,0,0,7,0,0,0
"Ltk-201_2232",8,28,0,19,8,1,13,28,28,0,19,2,10,11
"Rpap1-006_5458",0,0,1,0,6,0,0,0,0,0,0,0,0,0
"Rpap1-001_4813",0,0,0,0,0,0,0,0,0,0,11,0,0,0
"Rpap1-002_4744",5,13,10,0,9,16,17,9,0,0,0,0,0,0
"Rpap1-005_4546",11,0,0,15,0,0,0,0,0,8,0,2,0,0
"Rpap1-004_4085",5,0,0,0,0,0,0,3,25,0,0,0,11,23
"Tyro3-001_4460",0,6,1,6,0,0,0,0,0,0,7,0,0,0
"Tyro3-002_3989",162,154,158,120,51,29,9,81,79,46,88,38,11,19
"Mga-001_11982",2,6,9,4,2,1,7,3,2,12,5,1,0,0
"Mga-201_13304",0,0,0,12,0,4,0,0,0,0,0,0,0,3
"Mga-203_13931",5,3,6,0,5,3,6,3,0,0,0,0,0,0
"Mga-202_13577",4,0,0,0,0,1,0,0,0,0,2,2,19,12
"Mga-002_6995",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mapkbp1-001_6942",27,18,16,19,13,25,30,7,2,29,12,12,16,36
"Jmjd7-001_1373",8,0,3,0,5,0,7,2,0,0,0,26,0,0
"Jmjd7-002_937",0,0,0,0,0,0,0,0,0,0,0,0,0,23
"Jmjd7-004_609",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm28042-003_5092",0,3,0,9,0,2,4,2,0,0,3,0,0,0
"Gm28042-001_4472",10,1,1,0,3,2,4,0,16,0,0,0,0,0
"Gm28042-002_2844",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm28042-005_772",10,1,0,3,0,0,11,2,0,0,0,0,0,0
"Pla2g4b-013_2790",0,1,2,0,3,0,0,0,0,0,2,2,0,21
"Sptbn5-001_3625",2,0,1,0,2,0,0,0,0,0,0,2,0,0
"Sptbn5-004_844",0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Sptbn5-002_3393",0,1,0,1,0,0,1,0,0,0,0,0,0,0
"Sptbn5-003_2430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ehd4-001_3730",3,3,2,3,5,1,4,3,0,0,1,7,37,21
"Pla2g4e-001_4477",0,0,0,1,1,3,15,0,0,0,0,0,0,11
"Pla2g4d-001_3688",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pla2g4f-001_3116",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Vps39-002_4339",37,43,47,41,35,29,39,13,26,46,39,25,42,27
"Vps39-001_4384",8,8,4,0,0,0,0,14,0,0,0,0,0,0
"Tmem87a-002_2874",22,19,20,22,13,16,22,0,35,6,14,15,37,49
"Tmem87a-001_2897",0,5,0,2,11,4,1,16,0,0,4,0,0,0
"Tmem87a-003_1578",0,2,0,0,0,3,0,0,0,0,0,0,0,6
"Ganc-001_4780",6,3,2,5,1,0,2,5,0,7,4,5,5,9
"Capn3-001_3174",0,0,0,0,0,1,17,3,0,0,0,0,0,23
"Capn3-002_2898",9,1,0,2,7,0,0,3,0,0,2,2,0,0
"Capn3-003_2752",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capn3-004_2606",0,0,1,0,0,11,7,0,10,5,3,0,0,0
"Capn3-005_2640",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Capn3-006_2778",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp106-001_9085",86,77,89,79,40,36,47,52,13,67,39,50,16,72
"Zfp106-011_6391",0,3,0,0,0,0,1,0,29,0,0,0,3,0
"Zfp106-005_794",12,0,0,0,6,0,0,0,78,0,0,0,0,0
"Zfp106-010_677",0,0,0,0,0,5,0,0,8,0,0,10,26,35
"Zfp106-003_641",22,21,7,30,6,0,10,13,0,0,14,11,0,0
"Zfp106-009_505",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snap23-001_2723",0,5,0,15,0,0,4,0,0,0,0,0,0,0
"Snap23-003_2658",10,0,12,0,11,0,0,9,0,9,8,4,0,10
"Snap23-002_2730",0,3,0,1,2,13,3,0,0,0,5,0,0,0
"Snap23-009_791",0,3,0,6,5,3,7,1,0,0,0,0,0,0
"Snap23-006_481",0,4,2,0,0,27,4,0,0,0,3,17,0,0
"Snap23-005_751",0,3,0,0,0,0,0,0,0,0,0,8,0,0
"Lrrc57-004_1848",23,4,0,0,0,0,11,0,7,44,0,12,52,11
"Lrrc57-002_1962",0,8,11,14,10,40,28,0,0,0,7,0,0,0
"Lrrc57-001_1901",0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Lrrc57-003_1961",5,7,7,0,10,0,6,3,0,0,3,0,0,0
"Lrrc57-007_640",0,0,0,0,0,0,0,8,0,0,0,4,0,56
"Lrrc57-005_913",0,12,0,0,14,0,0,0,0,0,2,0,0,2
"Haus2-003_1430",0,6,0,0,3,0,0,0,0,62,4,0,0,0
"Haus2-001_3154",0,12,19,0,0,9,0,3,0,0,0,0,0,0
"Haus2-002_3055",18,3,0,12,9,0,9,6,0,7,8,14,23,1
"Stard9-004_1333",0,0,0,1,0,0,1,1,0,0,1,0,0,0
"Stard9-201_15102",0,1,2,0,1,0,0,0,0,2,2,0,0,0
"Stard9-001_13848",2,0,0,5,2,2,5,2,0,0,0,0,0,3
"Stard9-003_4874",0,1,1,0,0,0,5,1,3,0,4,3,0,11
"Stard9-002_5377",2,2,1,2,2,5,2,2,0,0,5,6,0,0
"Cdan1-201_6384",7,2,8,6,7,3,4,3,10,0,8,9,0,0
"Cdan1-001_5996",3,7,2,7,4,8,16,3,0,5,2,0,4,1
"Ttbk2-001_11066",0,0,20,18,14,13,0,7,0,0,9,14,0,0
"Ttbk2-201_11152",3,16,0,0,0,0,6,1,0,4,0,0,0,0
"Ttbk2-002_10926",15,0,2,1,0,0,4,0,2,0,0,0,0,7
"Ttbk2-003_3093",10,0,2,14,0,0,0,0,0,4,0,0,0,0
"Ttbk2-004_1684",0,0,0,0,3,0,0,1,0,0,0,0,0,0
"Ubr1-001_7768",17,20,24,23,14,14,18,11,9,11,11,11,0,26
"Tmem62-001_2921",12,0,16,13,17,21,15,9,0,0,0,4,0,0
"Tmem62-002_2605",0,19,11,0,0,0,0,0,15,20,14,25,0,18
"Tmem62-003_2417",0,12,0,0,0,0,7,0,0,0,0,1,10,0
"Ccndbp1-001_1569",48,45,49,35,22,66,47,25,0,13,26,26,0,32
"Ccndbp1-003_1595",9,2,10,4,2,3,2,2,17,0,6,11,0,0
"Ccndbp1-002_1632",10,16,0,19,5,0,0,5,0,0,10,0,0,0
"Ccndbp1-201_1187",0,7,15,21,36,0,18,13,0,0,0,0,0,0
"Epb42-001_4115",0,1,2,3,2,0,0,0,0,0,1,0,0,5
"Epb42-002_2695",0,0,0,0,0,0,0,0,0,0,0,0,17,0
"Tgm5-001_2613",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgm7-001_2151",2,0,2,2,0,4,2,0,0,0,0,1,0,0
"Lcmt2-002_2047",5,5,5,0,7,2,10,5,0,0,5,11,0,29
"Lcmt2-001_3056",0,2,1,2,0,2,3,0,0,3,1,0,0,0
"Adal-002_2471",7,2,6,13,9,16,3,2,0,0,9,4,0,0
"Adal-003_2356",0,1,2,0,0,0,0,0,0,0,0,0,0,0
"Adal-001_2477",0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Adal-008_1231",3,1,0,10,0,0,15,0,0,20,0,1,0,0
"Adal-201_2298",0,3,3,0,0,0,4,3,6,0,0,0,10,13
"Zscan29-001_5072",1,1,3,4,2,0,2,3,0,0,3,1,0,0
"Zscan29-004_2465",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zscan29-201_3611",2,0,0,0,0,0,0,0,0,0,0,0,0,12
"Zscan29-002_2894",0,1,4,0,0,2,4,0,4,0,0,2,0,0
"Tubgcp4-002_4250",0,0,10,0,0,0,0,0,0,0,0,0,0,0
"Tubgcp4-201_2915",0,0,0,0,0,0,3,0,18,0,0,1,15,0
"Tubgcp4-001_4206",30,9,0,16,16,7,12,9,0,0,0,0,17,25
"Tubgcp4-006_1992",10,10,3,0,0,0,0,0,0,0,6,0,0,0
"Trp53bp1-002_9405",0,0,0,0,1,0,0,0,4,12,3,6,0,0
"Trp53bp1-001_9621",4,13,14,14,5,6,20,6,0,0,5,5,0,0
"Trp53bp1-007_3983",32,25,22,28,29,29,16,24,0,0,19,13,0,41
"Trp53bp1-018_598",9,9,15,0,0,29,5,0,25,0,3,23,0,0
"Trp53bp1-019_594",9,5,11,33,0,0,13,0,26,0,0,5,0,0
"Trp53bp1-003_3098",33,18,20,20,13,17,12,5,16,0,6,2,7,40
"Trp53bp1-017_456",0,8,11,0,0,0,0,3,0,0,0,0,0,0
"Trp53bp1-010_769",0,5,0,0,0,7,5,0,0,0,1,0,0,0
"Map1a-001_11825",20,13,19,20,15,8,12,14,25,0,10,22,10,10
"Map1a-002_10145",351,348,431,359,181,152,184,254,194,341,176,323,51,395
"Ppip5k1-001_5533",0,0,18,0,11,18,6,7,0,0,3,11,0,0
"Ppip5k1-003_5404",7,0,4,0,0,0,0,0,0,0,0,24,0,0
"Ppip5k1-014_5494",0,12,0,7,0,0,30,0,0,37,11,0,0,0
"Ppip5k1-006_5171",12,16,0,0,7,0,13,12,5,5,13,0,9,0
"Ppip5k1-004_5226",50,22,23,45,22,14,0,4,0,0,6,1,0,25
"Ppip5k1-016_812",3,7,0,13,3,13,15,0,0,0,0,0,0,0
"Ppip5k1-017_595",19,22,10,18,18,4,47,9,0,0,0,0,0,0
"Ppip5k1-012_850",19,0,0,2,3,0,17,4,0,0,0,0,0,0
"Ppip5k1-018_772",0,0,0,0,0,0,0,0,0,83,0,0,0,0
"Ppip5k1-015_572",0,20,14,0,12,0,5,0,154,6,0,0,0,65
"Ppip5k1-013_541",0,0,0,0,6,10,7,4,0,0,0,12,0,0
"Ckmt1-010_850",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Ckmt1-001_1518",0,0,0,0,28,0,0,7,145,0,32,0,98,0
"Ckmt1-007_565",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ckmt1-004_851",0,0,0,13,0,0,0,0,0,0,0,0,0,77
"Ckmt1-002_1620",163,214,184,150,176,171,140,125,0,63,122,93,0,0
"Ckmt1-005_703",0,3,0,11,0,0,0,2,0,0,0,0,0,0
"Ckmt1-009_796",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ckmt1-008_695",6,2,0,0,0,0,0,0,0,0,4,0,0,0
"Strc-001_5756",1,1,0,0,0,2,2,0,0,0,0,0,0,0
"Strc-004_1059",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catsper2-002_2293",5,4,3,2,2,7,4,1,0,0,1,3,10,2
"Catsper2-001_2247",0,3,0,2,0,1,2,3,18,0,4,0,0,0
"Pdia3-001_2770",89,105,114,106,117,121,88,85,123,103,98,86,67,75
"Pdia3-004_722",0,4,22,49,0,0,16,15,36,229,0,0,0,33
"Ell3-001_2115",0,3,3,0,2,0,1,0,0,0,0,0,0,0
"Ell3-201_1674",8,0,0,1,6,3,5,0,0,0,3,0,0,0
"Serinc4-005_2223",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serinc4-002_2240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serinc4-001_2551",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serinc4-006_2047",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serinc4-003_1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serf2-001_3056",29,38,31,39,46,30,46,33,84,40,42,45,38,32
"Serf2-003_876",35,11,8,0,20,29,23,7,0,0,0,8,0,0
"Serf2-004_525",65,117,119,117,185,129,108,114,0,69,70,147,0,0
"Serf2-005_1899",0,0,0,0,3,0,2,2,0,0,0,0,0,11
"Serf2-006_695",88,79,34,43,63,97,87,57,96,84,20,35,43,41
"Hypk-005_4170",5,3,4,8,5,3,8,3,0,0,2,2,0,0
"Hypk-001_961",0,0,0,0,0,1,3,5,0,0,25,0,0,2
"Mfap1b-001_3362",35,30,42,15,27,14,28,16,30,45,25,14,68,30
"Mfap1a-001_4198",22,19,12,27,17,16,17,7,0,20,12,16,0,8
"Wdr76-002_2789",0,1,2,0,0,1,0,0,0,0,0,0,0,0
"Wdr76-003_2315",1,4,1,3,2,1,5,1,0,0,0,5,0,19
"Wdr76-001_4170",0,0,1,1,3,2,3,0,0,0,0,0,0,0
"Wdr76-005_2341",0,0,0,0,0,2,0,1,0,0,0,0,0,14
"Frmd5-007_3354",0,0,3,0,0,3,0,0,0,10,6,5,0,9
"Frmd5-002_3950",0,0,0,0,0,1,4,0,0,0,4,0,0,0
"Frmd5-001_4230",6,2,2,11,6,5,10,3,0,0,3,0,0,0
"Frmd5-011_755",0,3,0,0,0,7,0,0,21,0,0,10,0,15
"Frmd5-005_2262",0,1,0,0,0,4,15,6,0,0,8,0,0,0
"Frmd5-003_1861",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frmd5-004_1987",0,1,0,6,5,0,0,0,0,0,0,0,0,0
"Frmd5-006_2222",0,2,1,5,3,0,0,0,0,0,4,0,0,0
"Frmd5-013_922",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Frmd5-009_890",0,0,0,0,0,0,0,1,0,0,0,0,0,25
"Casc4-201_4032",38,5,0,0,0,17,0,11,20,0,0,0,0,0
"Casc4-001_4215",38,60,74,53,22,29,44,18,0,0,29,26,0,17
"Casc4-002_3602",0,0,4,18,20,0,0,1,0,25,6,0,0,51
"Casc4-003_3475",0,0,0,0,0,0,0,0,6,0,0,0,26,0
"Casc4-007_918",9,38,22,23,13,0,0,6,0,0,14,0,0,91
"Mageb3-001_2341",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctdspl2-001_5053",10,3,0,0,0,0,7,1,0,0,2,5,0,0
"Ctdspl2-003_3386",0,5,6,8,4,10,2,4,0,0,5,0,7,0
"Ctdspl2-005_1616",0,1,5,0,0,14,0,0,0,0,0,1,0,17
"Ctdspl2-006_4160",0,2,2,6,2,2,2,0,0,0,0,0,0,0
"Eif3j1-001_5413",15,14,13,13,8,14,14,10,4,16,11,16,21,7
"Spg11-001_7671",12,9,8,9,7,6,7,8,3,7,6,18,0,0
"Patl2-001_2434",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"B2m-001_860",132,114,146,129,146,167,141,175,234,136,85,276,293,61
"Trim69-001_1758",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Terb2-001_2115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sord-001_2352",7,7,19,11,14,19,14,8,0,8,12,18,0,0
"Duox2-001_5744",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duoxa2-001_1592",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duoxa1-002_2467",0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Duoxa1-001_1506",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duoxa1-201_1026",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duoxa1-004_904",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duoxa1-006_779",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duoxa1-005_744",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Duox1-001_5267",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Shf-001_1431",0,1,0,0,0,0,10,8,10,0,3,0,0,0
"Shf-201_1557",0,18,0,0,16,17,3,3,0,85,11,25,0,14
"Shf-005_1188",21,24,44,38,12,21,20,54,12,47,17,12,0,184
"Shf-004_1116",16,0,0,0,11,0,0,0,0,0,0,22,0,0
"Shf-002_1539",31,24,29,6,17,13,21,15,18,0,4,0,0,0
"Shf-003_1566",0,2,4,0,0,0,0,0,0,0,0,0,0,0
"Shf-008_882",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Shf-007_910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shf-009_486",0,0,9,0,6,0,0,0,0,0,0,0,0,0
"Slc28a2-001_3911",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc28a2-201_3852",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc28a2-002_2836",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm14085-001_3740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gatm-001_2389",31,21,24,81,62,96,49,26,38,184,129,187,138,43
"AA467197-003_519",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA467197-001_792",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA467197-002_751",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc30a4-001_5458",17,27,25,21,16,19,19,14,7,40,8,10,0,20
"Slc30a4-002_3170",13,7,14,4,0,0,3,1,0,0,0,17,0,0
"Bloc1s6-001_3484",18,17,12,13,14,19,10,12,28,51,5,0,13,7
"Sqrdl-001_1804",0,3,2,0,0,0,6,2,7,0,0,0,0,0
"Sqrdl-003_429",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sqrdl-004_323",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sqrdl-002_1985",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sqrdl-008_1169",0,0,0,1,3,0,0,1,0,0,1,2,0,0
"Sqrdl-009_741",0,0,0,10,0,0,0,0,0,0,0,4,79,31
"Sema6d-001_6157",0,2,3,0,0,0,22,3,0,0,1,2,9,1
"Sema6d-006_4503",0,2,0,0,1,0,1,0,0,11,0,0,0,0
"Sema6d-201_6276",3,0,0,1,0,7,0,0,0,0,0,1,0,0
"Sema6d-203_6372",0,1,0,0,0,14,3,0,0,16,11,21,0,45
"Sema6d-202_6444",0,0,0,4,5,0,0,0,0,0,0,2,0,0
"Sema6d-008_6225",0,7,6,10,9,0,10,5,0,0,0,0,0,0
"Sema6d-004_4372",0,0,5,0,0,0,0,0,0,15,0,0,0,0
"Sema6d-007_3165",5,3,3,3,0,0,15,2,0,0,0,9,20,16
"Slc24a5-001_1954",9,9,17,9,9,6,16,3,7,0,5,8,0,29
"Myef2-008_2333",2,4,10,21,6,0,15,4,0,0,0,0,10,32
"Myef2-001_2071",21,13,19,5,12,10,15,17,27,2,9,20,0,0
"Myef2-005_2942",46,14,33,16,30,6,27,16,0,33,4,13,0,0
"Myef2-201_2999",0,21,11,32,8,41,29,19,0,6,32,10,0,0
"Myef2-003_2928",0,0,0,22,0,0,0,0,0,0,0,0,0,77
"Myef2-002_1631",21,16,17,0,20,0,13,0,14,0,0,4,0,0
"Myef2-004_1337",3,7,0,0,0,0,7,0,1,0,0,0,0,0
"Ctxn2-201_1028",13,14,14,7,8,34,10,23,14,29,9,10,0,0
"Slc12a1-001_4740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc12a1-003_4642",0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Slc12a1-002_4645",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Dut-001_1020",13,10,20,0,25,21,30,7,0,0,15,4,26,24
"Dut-002_1950",22,14,19,24,27,23,19,8,55,3,12,5,0,0
"Fbn1-001_9847",8,11,8,11,2,2,4,3,7,0,6,3,0,7
"Fbn1-003_11971",5,0,1,0,0,0,1,1,0,0,0,0,0,0
"Gm9913-201_2793",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cep152-001_5768",2,3,2,2,3,1,5,1,2,0,1,2,0,2
"Shc4-002_3671",4,0,1,0,0,0,0,0,0,0,0,2,0,0
"Shc4-001_4059",0,3,1,3,2,1,0,4,0,3,1,0,0,0
"Shc4-003_1988",0,3,2,0,0,0,0,0,0,0,2,3,0,11
"Eid1-001_1691",247,311,309,270,322,327,287,217,144,189,209,216,43,139
"Secisbp2l-001_6797",69,52,77,67,31,29,42,29,31,51,39,41,26,78
"Secisbp2l-002_2295",6,3,5,17,3,9,10,0,0,19,3,0,0,0
"Cops2-001_3392",33,28,31,27,24,17,17,12,12,0,16,13,16,59
"Cops2-003_1853",0,0,0,21,0,14,11,0,24,40,15,29,0,0
"Cops2-002_2073",64,70,72,39,59,24,41,35,9,0,6,7,76,6
"Galk2-003_2605",1,1,2,3,2,0,1,0,0,0,0,0,0,0
"Galk2-004_658",5,2,5,0,0,0,1,0,0,0,1,0,0,0
"Galk2-007_723",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galk2-001_1928",8,21,28,27,25,19,13,10,14,24,22,11,0,0
"Galk2-009_470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galk2-005_785",6,4,0,0,0,0,0,0,0,0,0,0,0,0
"Fam227b-001_1858",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam227b-202_1599",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam227b-201_1693",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fgf7-001_2672",7,1,0,0,0,0,0,0,0,0,0,0,0,0
"Fgf7-002_2287",0,1,3,1,2,0,1,1,0,0,0,1,0,0
"Dtwd1-201_1342",0,10,15,14,0,0,15,5,0,0,7,0,0,0
"Dtwd1-001_1276",13,9,1,0,16,9,11,6,11,0,0,5,0,0
"Gm17555-201_1113",41,40,37,85,35,32,47,21,25,30,24,18,0,112
"Atp8b4-001_5693",0,0,1,0,1,0,0,0,0,0,0,1,0,0
"Atp8b4-004_3986",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atp8b4-002_2820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atp8b4-005_1560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc27a2-001_2918",0,0,0,0,3,5,4,0,0,0,4,0,0,10
"Slc27a2-003_1478",0,2,0,8,8,7,6,0,0,9,0,0,0,0
"Hdc-001_2392",0,1,1,3,1,1,1,0,0,0,0,0,0,2
"Gabpb1-001_4153",0,3,0,0,0,0,0,0,0,0,2,0,0,0
"Gabpb1-004_2613",22,7,9,8,4,8,13,7,0,14,0,9,18,0
"Gabpb1-003_2751",0,1,0,0,17,0,0,2,0,0,0,0,0,0
"Gabpb1-002_1991",3,1,1,1,0,0,2,0,0,0,0,0,0,0
"Gabpb1-008_1338",3,2,7,5,0,0,5,0,10,28,0,0,0,0
"Gabpb1-009_3254",0,1,0,0,3,1,2,1,0,0,0,2,14,0
"Gabpb1-005_372",0,0,12,0,0,0,0,0,0,0,0,0,0,0
"Gabpb1-007_439",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Usp8-001_4145",38,28,34,45,23,24,21,16,16,8,28,19,5,17
"Usp8-002_4154",0,0,0,0,2,2,12,0,3,1,0,1,1,2
"Usp50-004_2129",0,0,1,1,0,2,0,1,0,0,0,0,12,5
"Usp50-201_377",74,93,13,55,53,127,101,47,37,0,140,54,105,0
"Usp50-001_1361",0,0,0,2,0,0,3,0,0,0,7,0,0,0
"Usp50-005_731",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpm7-001_7107",5,15,14,6,0,6,24,5,0,0,10,3,0,13
"Trpm7-002_6985",9,0,0,14,9,5,1,1,0,6,0,6,10,0
"Trpm7-011_803",13,2,0,3,11,1,12,0,20,0,0,21,25,83
"Sppl2a-001_5616",15,14,19,15,7,17,18,6,33,3,12,18,0,27
"Sppl2a-003_760",36,0,8,7,0,0,11,7,0,0,0,0,0,0
"Ap4e1-004_2271",2,0,0,0,0,3,3,0,0,0,0,0,0,0
"Ap4e1-001_4600",0,6,4,7,3,4,12,2,0,0,3,0,0,0
"Ap4e1-005_731",0,0,0,0,0,9,0,0,0,0,0,0,0,31
"Ap4e1-008_1493",1,0,0,0,0,0,0,0,0,0,0,0,0,13
"Ap4e1-007_2272",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ap4e1-006_659",0,2,0,3,0,14,6,0,0,0,4,0,0,0
"Blvra-001_1160",1,10,8,4,18,9,19,7,49,36,10,3,0,0
"Blvra-003_772",17,0,3,3,0,8,2,2,0,0,2,0,0,0
"Blvra-005_657",0,0,0,0,0,0,0,0,0,3,0,0,47,22
"Blvra-004_676",7,0,7,0,0,2,0,0,0,0,0,33,0,0
"Ncaph-001_2695",0,0,0,0,3,0,0,2,0,0,0,0,0,0
"Ncaph-005_2264",2,0,0,1,0,0,0,0,0,0,3,0,0,0
"Itpripl1-001_3424",1,1,0,2,0,0,0,1,0,6,0,2,23,1
"Itpripl1-003_1898",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Itpripl1-002_1753",0,0,0,0,0,2,0,1,0,0,0,0,0,0
"1810024B03Rik-001_1266",0,0,4,0,0,0,1,1,0,0,0,7,0,0
"Snrnp200-001_6745",70,53,64,58,29,31,49,23,38,27,34,35,46,50
"Ciao1-001_3075",22,24,23,30,25,21,27,16,21,21,18,14,0,15
"Ciao1-005_1109",5,16,35,2,38,4,14,6,0,0,3,0,0,0
"Ciao1-003_531",29,0,22,0,0,0,12,2,0,0,6,12,0,0
"Ciao1-004_409",0,0,0,0,0,0,0,0,0,0,0,0,0,47
"Tmem127-001_4811",55,48,53,59,49,49,26,25,31,55,20,27,33,24
"Tmem127-003_627",0,3,12,0,0,0,0,0,24,0,0,0,0,0
"Tmem127-002_842",0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Stard7-001_3116",79,61,49,63,80,79,70,32,0,80,54,58,0,18
"Stard7-002_2869",0,0,15,0,13,0,10,0,31,0,0,3,97,0
"Stard7-003_1530",1,4,2,2,4,0,9,1,18,0,5,3,0,3
"Dusp2-001_1617",5,0,5,7,0,2,15,1,0,0,0,0,0,0
"Astl-002_2377",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astl-001_2251",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astl-201_2236",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astl-003_648",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adra2b-001_4014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adra2b-201_3936",1,1,2,1,0,1,1,1,7,13,0,0,31,2
"Gpat2-001_2628",0,0,0,0,0,1,1,0,0,0,0,0,0,10
"Fahd2a-001_1211",2,22,18,21,23,25,19,8,47,0,12,41,0,0
"Kcnip3-001_2728",42,1,5,0,0,21,0,0,44,44,0,0,23,0
"Kcnip3-003_2732",9,44,37,69,53,31,84,35,12,11,67,66,7,71
"Kcnip3-004_1296",0,2,0,1,1,0,2,3,0,0,0,0,0,0
"Prom2-001_4796",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prom2-002_4190",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zfp661-001_4912",0,1,0,1,1,0,0,2,0,0,0,0,0,0
"Zfp661-003_2981",0,0,0,3,0,0,0,1,0,0,0,0,0,0
