"","100-CA1-1","100-CA1-2","100-CA1-3","100-CA3-1","100-CA3-4","100-DG-2","100-DG-3","101-CA1-1","101-CA1-2","101-CA1-3","101-CA3-1","101-CA3-4","101-DG-3","101-DG-4"
"Traj16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj27",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj28",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj30",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj33",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj37",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj41",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Traj42",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj44",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj45",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj46",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj47",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj48",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj49",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj50",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj52",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj53",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj56",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj57",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj58",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj59",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traj9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trak1",545,1322,497,549,441,232,1347,1248,27,23,409,255,4,180
"Trak2",286,899,306,370,403,627,891,548,7,53,547,517,65,100
"Tram1",61,113,30,46,60,51,189,101,4,9,57,30,0,30
"Tram1l1",43,224,46,48,89,22,103,89,0,10,84,14,1,0
"Tram2",0,2,1,0,3,7,6,9,0,0,0,0,0,0
"Trank1",1614,4022,1293,1237,965,706,9171,1752,45,76,953,112,25,928
"Trap1",132,314,130,122,199,51,351,205,9,23,160,36,3,18
"Trap1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trappc1",62,98,35,38,66,37,143,94,1,5,40,12,0,5
"Trappc10",233,589,248,223,239,121,521,438,15,43,260,80,1,52
"Trappc11",181,614,160,148,153,102,387,280,15,18,165,84,4,32
"Trappc12",164,596,233,137,173,117,444,265,11,10,198,65,4,58
"Trappc13",111,328,114,113,127,69,259,244,1,37,77,36,1,1
"Trappc2",64,242,76,78,97,30,144,126,3,7,26,31,6,8
"Trappc2l",23,163,45,51,61,48,234,145,8,5,58,12,0,13
"Trappc3",77,253,82,76,105,63,250,176,10,19,88,22,2,27
"Trappc3l",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trappc4",68,271,73,69,48,38,178,176,3,21,105,26,0,18
"Trappc5",64,190,70,48,87,31,185,120,2,6,90,54,1,10
"Trappc6a",10,21,7,3,21,14,70,35,0,0,15,8,1,2
"Trappc6b",107,363,108,84,131,67,292,171,8,9,107,33,0,29
"Trappc8",148,433,172,184,138,67,409,197,6,8,110,41,10,41
"Trappc9",206,733,185,146,243,86,374,317,9,56,233,92,3,60
"Trat1",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Trav1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav10d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav10n",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav11d",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12d-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12d-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12d-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12n-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12n-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav12n-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13-4-dv7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13d-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13d-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13d-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13d-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13n-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13n-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13n-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav13n-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14d-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14d-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14d-3-dv8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14n-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14n-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav14n-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav15-1-dv6-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav15-2-dv6-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav15d-1-dv6d-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav15d-2-dv6d-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav15n-1",1,0,0,0,0,0,0,12,0,0,0,5,0,0
"Trav15n-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav16d-dv11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav16n",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav21-dv12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav3-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav3-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav3-4",0,3,0,0,0,0,0,0,0,0,0,1,0,0
"Trav3d-3",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Trav3n-3",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Trav4-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav4-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav4-4-dv10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav4d-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav4d-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav4n-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav4n-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav5-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav5-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav5d-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav5n-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6-7-dv9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6d-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6d-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6d-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6d-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6d-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6n-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6n-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav6n-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7d-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7d-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7d-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7d-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7n-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7n-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav7n-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav8-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav8d-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav8d-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav8n-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9d-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9d-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9d-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9d-4",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Trav9n-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9n-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trav9n-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbc1",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Trbc2",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Trbd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj1-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj1-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj1-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj1-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj1-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj1-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj2-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj2-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj2-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbj2-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv12-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv12-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv13-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv13-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv13-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv30",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trbv5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trcg1",0,0,0,3,3,0,0,0,0,0,4,0,0,0
"Trdc",0,3,0,0,0,0,0,0,0,0,0,6,0,2
"Trdd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdj1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdj2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdmt1",10,31,6,9,19,14,44,16,0,1,21,1,0,3
"Trdn",0,0,0,1,0,0,2,0,0,0,0,0,0,0
"Trdv1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdv2-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdv2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdv4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trdv5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treh",0,0,0,0,2,0,14,0,0,0,0,0,0,0
"Trem1",0,0,2,0,0,3,0,0,0,0,3,0,0,0
"Trem2",4,22,26,16,39,11,48,160,12,9,91,21,1,0
"Trem3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treml1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Treml2",0,6,4,0,1,0,3,7,0,0,0,6,0,0
"Treml4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trex1",19,44,0,12,23,17,51,33,1,0,22,25,0,0
"Trex2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trf",163,421,153,439,525,331,878,832,64,185,1843,1069,33,168
"Trgj1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trgj2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trgj3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trgj4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trgv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trh",0,0,0,0,0,2,3,0,0,0,0,0,0,0
"Trhde",25,40,58,37,148,106,10,109,0,15,41,68,0,0
"Trhr",4,10,4,6,11,4,12,10,0,0,1,0,3,2
"Trhr2",0,3,0,0,0,0,0,0,0,0,6,0,0,0
"Triap1",1,69,23,9,29,17,77,53,1,5,27,9,3,2
"Trib1",77,212,120,58,71,24,897,249,11,21,67,54,11,83
"Trib2",27,56,37,33,32,32,190,58,4,18,37,41,5,16
"Trib3",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Tril",46,182,60,75,103,77,115,149,14,25,116,94,12,15
"Trim10",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trim11",46,228,76,107,86,53,334,129,4,1,104,40,1,3
"Trim12a",0,4,0,1,0,0,3,20,0,0,0,7,0,0
"Trim12c",10,18,2,3,0,2,8,32,0,4,3,9,0,0
"Trim13",35,32,6,22,18,7,25,23,5,3,9,0,1,0
"Trim14",2,2,1,0,0,3,2,15,0,1,0,1,0,0
"Trim15",0,3,0,0,1,1,0,0,0,0,0,0,1,0
"Trim16",3,5,0,5,2,4,7,8,0,0,0,7,0,0
"Trim17",18,70,23,19,33,14,50,46,0,0,16,13,0,5
"Trim2",2104,5033,2176,1579,982,422,2695,2407,63,141,1323,390,9,223
"Trim21",0,8,3,2,5,4,2,20,0,0,2,7,0,0
"Trim23",202,465,149,139,153,87,458,222,4,10,177,64,1,25
"Trim24",76,229,77,66,52,36,205,85,3,0,71,7,1,13
"Trim25",3,15,6,18,15,15,43,39,1,1,12,13,0,4
"Trim26",38,110,33,16,23,28,77,60,3,4,45,10,0,11
"Trim27",19,170,52,60,61,36,236,102,4,4,43,17,0,23
"Trim28",354,1022,386,315,375,214,1314,641,19,36,408,171,16,148
"Trim29",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Trim3",301,891,245,254,353,169,552,471,17,52,335,155,4,39
"Trim30a",0,2,1,7,6,3,2,0,0,0,4,0,0,0
"Trim30b",4,11,4,6,3,0,44,4,0,0,1,0,0,3
"Trim30c",0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Trim30d",7,6,2,3,1,5,12,15,0,0,2,0,0,0
"Trim31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim32",435,1249,382,322,512,264,1092,638,17,58,303,240,6,87
"Trim33",227,569,213,172,152,76,498,273,10,42,164,63,2,44
"Trim34a",2,4,0,0,5,3,0,4,0,0,0,3,0,0
"Trim34b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim35",402,1512,501,392,446,235,1208,727,31,42,445,190,11,152
"Trim36",5,25,17,31,18,16,11,21,0,2,43,21,1,0
"Trim37",821,2420,999,631,726,287,1216,1420,29,87,559,340,6,100
"Trim38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim39",52,143,50,36,85,37,249,48,7,10,50,40,0,14
"Trim40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim41",92,408,139,114,160,68,406,225,5,15,124,39,1,31
"Trim42",0,0,0,0,0,0,2,0,0,0,9,0,0,0
"Trim43a",3,7,4,0,7,0,8,6,0,0,0,0,0,0
"Trim43b",13,8,4,7,3,4,34,1,1,0,4,6,0,0
"Trim43c",0,3,0,4,3,0,0,5,0,0,1,2,0,0
"Trim44",876,2347,845,734,555,331,1969,1257,28,90,632,227,7,214
"Trim45",21,50,12,10,28,21,25,29,2,4,22,20,0,0
"Trim46",258,767,243,221,297,156,1030,501,16,20,349,82,6,46
"Trim47",4,15,2,4,6,1,35,15,0,0,6,7,0,0
"Trim5",5,19,0,3,0,0,6,1,1,0,0,0,0,7
"Trim50",0,0,0,3,0,0,0,2,0,0,1,0,0,0
"Trim52",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim54",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim55",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim56",8,49,13,20,21,19,54,26,2,0,16,27,8,23
"Trim58",0,0,0,1,0,0,0,0,0,1,1,0,1,0
"Trim59",5,29,12,24,25,27,24,4,1,6,51,32,3,6
"Trim6",0,0,0,1,0,0,3,0,0,0,0,0,0,0
"Trim60",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trim62",44,164,29,31,73,23,60,93,0,15,34,11,1,0
"Trim63",0,1,0,3,0,0,4,0,0,0,0,0,0,0
"Trim65",14,47,21,18,16,6,53,9,3,0,9,2,0,5
"Trim66",29,92,44,140,64,4,83,89,0,3,67,32,0,0
"Trim67",6,38,5,6,9,5,17,12,2,1,33,18,0,0
"Trim68",6,25,4,13,8,3,47,20,2,0,26,3,0,0
"Trim69",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Trim7",0,13,8,4,2,0,9,10,0,0,14,7,0,3
"Trim71",39,66,21,8,10,4,53,20,0,0,4,10,0,24
"Trim72",0,7,6,2,0,0,14,15,0,0,0,0,0,0
"Trim75",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Trim8",313,950,238,243,355,129,414,683,15,48,234,177,8,39
"Trim80",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Trim9",668,2175,648,638,606,292,2059,1113,28,58,572,208,14,221
"Triml1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Triml2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trio",740,2058,894,659,523,230,1450,1062,25,73,626,227,6,319
"Triobp",20,31,20,14,16,22,30,52,3,1,22,23,0,0
"Trip10",5,24,5,3,8,8,42,1,1,3,5,1,0,0
"Trip11",112,299,118,103,76,70,234,186,12,15,112,36,1,45
"Trip12",578,1432,568,411,459,217,1023,712,13,50,363,186,6,79
"Trip13",0,9,2,4,1,0,0,5,4,0,11,0,0,0
"Trip4",52,299,95,99,73,74,400,186,4,13,61,60,10,37
"Trip6",16,52,9,20,14,2,79,59,2,0,14,16,1,0
"Triqk",42,108,37,45,34,10,41,115,0,8,66,19,0,0
"Trit1",47,87,24,14,56,16,175,51,0,3,22,28,3,12
"Trmo",12,12,1,19,9,3,15,14,0,0,4,0,0,11
"Trmt1",139,471,159,137,170,61,534,330,4,6,184,93,1,28
"Trmt10a",20,16,8,17,5,6,84,22,0,0,11,4,1,7
"Trmt10b",5,69,16,17,21,6,98,47,0,0,13,15,0,8
"Trmt10c",32,44,23,5,19,14,71,22,1,0,1,0,0,0
"Trmt11",1,41,21,6,8,10,46,18,3,0,21,1,0,6
"Trmt112",23,111,30,30,49,45,110,79,1,7,81,30,5,19
"Trmt12",0,42,6,10,16,9,35,27,0,14,3,1,0,0
"Trmt13",11,51,16,17,24,15,33,17,0,0,18,12,0,3
"Trmt1l",63,220,65,78,70,35,198,140,6,4,72,34,0,12
"Trmt2a",62,250,71,69,106,50,345,281,9,9,94,50,2,14
"Trmt2b",44,95,47,44,47,23,176,58,2,0,53,23,1,19
"Trmt44",0,49,14,15,21,7,38,8,0,0,7,5,0,0
"Trmt5",23,57,16,6,18,10,33,16,0,0,34,6,0,0
"Trmt6",55,182,80,33,46,50,267,99,4,4,53,32,3,1
"Trmt61a",59,182,49,19,40,25,161,69,1,4,48,17,0,4
"Trmu",17,57,23,8,37,26,108,70,0,1,30,5,0,9
"Trnau1ap",20,82,30,19,15,13,103,41,0,1,58,23,1,0
"Trnp1",149,556,158,129,590,183,433,518,9,100,348,316,7,63
"Trnt1",94,229,71,58,75,42,251,136,3,7,93,19,1,19
"Tro",598,1807,646,470,562,327,1483,891,25,49,505,186,9,157
"Troap",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trove2",183,423,174,120,143,79,351,195,4,14,172,55,1,60
"Trp53",76,132,61,35,55,27,168,83,1,7,50,22,3,16
"Trp53bp1",277,880,287,279,259,160,911,507,9,19,264,122,1,81
"Trp53bp2",60,118,49,51,59,35,208,87,2,7,78,31,7,23
"Trp53i11",29,113,26,41,56,219,593,138,0,23,71,102,0,21
"Trp53i13",8,19,12,6,20,5,26,12,2,0,14,5,0,0
"Trp53inp1",21,45,9,22,16,2,75,22,1,3,13,3,1,0
"Trp53inp2",213,711,211,219,257,160,817,703,16,54,549,262,20,95
"Trp53rka",51,117,36,21,36,25,107,82,0,10,12,11,0,0
"Trp53rkb",11,49,15,27,14,1,43,18,0,1,25,14,0,0
"Trp53tg5",0,0,0,2,3,0,0,0,0,0,0,0,0,0
"Trp63",3,4,0,7,1,1,28,4,0,0,0,7,0,0
"Trp73",10,6,5,0,5,4,12,12,0,0,3,0,0,0
"Trpa1",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Trpc1",185,471,199,122,103,61,379,190,11,22,139,42,3,21
"Trpc2",0,0,0,0,0,0,0,5,0,0,0,0,0,6
"Trpc3",0,7,2,5,13,4,1,8,0,0,6,0,0,0
"Trpc4",196,517,170,149,135,21,171,289,1,7,127,24,2,13
"Trpc4ap",368,1130,384,291,391,201,939,713,27,60,301,188,8,117
"Trpc5",137,218,116,117,20,11,92,99,2,9,53,17,1,3
"Trpc5os",0,0,0,0,0,0,1,6,0,0,0,0,0,0
"Trpc6",2,19,8,20,5,22,372,18,0,0,12,0,1,16
"Trpc7",3,8,0,3,5,3,4,0,0,0,0,0,0,0
"Trpd52l3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpm1",1,4,0,0,1,0,0,0,0,0,0,0,0,0
"Trpm2",57,268,91,105,121,51,68,153,10,12,155,49,0,0
"Trpm3",25,129,32,71,104,51,606,40,1,23,59,63,4,90
"Trpm4",20,91,26,24,50,26,17,80,0,16,24,16,1,0
"Trpm5",0,9,4,0,0,0,2,0,0,0,2,0,0,0
"Trpm6",3,0,0,0,0,1,1,0,0,0,0,0,0,0
"Trpm7",109,336,96,125,89,51,555,140,1,7,105,54,4,42
"Trpm8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trps1",28,62,21,28,30,79,50,45,6,31,30,21,3,7
"Trpt1",4,39,10,18,26,17,43,67,1,0,23,9,0,0
"Trpv1",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Trpv2",33,135,37,37,39,15,49,78,15,6,21,29,2,1
